Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,792359,5099556024078	,BIG AL'S MAC N'CHEESE POPS,4 x 1kgm,NA,£33.96,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
"Confectionery, Crisps & Snacks",562228,5000328329833	,WALKERS ROAST CHICKEN CRISPS,32X33GRM,£0.69,£13.49,20.0%,In Stock,Walkers,"To find out more about how we care for our spuds and our planet, visit www.walkers.co.uk/sustainability",No
"Confectionery, Crisps & Snacks",497606,5000328452579	,WALKERS PRAWN COCKTAIL CRISPS,32X32.GRM,£0.69,£13.49,20.0%,In Stock,Walkers,"To find out more about how we care for our spuds and our planet, visit www.walkers.co.uk/sustainability",No
Soft Drinks,392626,5449000014535	,SPRITE CANS,24 x 330mls,£0.79,£9.49,20.0%,In Stock,Sprite,"A Chance to Win Prizes for your Chill SpaceCollect, Play on Coke App for chance to Win (Chill Time Prizes). ROI &  NI 18+. Purchase & enter pin code under ring pull in downloaded Coke App. 30.05-24.07.22. Play games for a chance to win weekly Draw Prizes 2xTablet, 4xSpeakers, 2xBeanbag Lounger, 3x Wearable blanket, 1xSmart lighting kit, 5x Wireless headphones, 10x LED strip light prizes available each week (draw dates in App). Not all prizes may be won. Max 42 entries to the Weekly draws in total. 1 win/person/prize type. Mop Up  draw for 1x Speaker 25.07-04.09.22 Excl. apply. Full T&Cs: sprite.ie/chilltime.Promoter: Coca-Cola Ireland",No
Soft Drinks,303488,87171211	,PEPSI MAX CANS,24 x 330mls,£0.79,£7.99,20.0%,In Stock,Britvic Northern Ireland,Pepsi Max Sugar Free Cola Cans 24 x 330ml,No
Soft Drinks,303438,40608143	,PEPSI DIET CANS,24 x 330mls,£0.79,£7.99,20.0%,In Stock,Pepsi,Diet Pepsi Cola Can 330ml,No
Soft Drinks,303248,40608006	,PEPSI COLA CANS,24 x 330mls,£0.99,£9.99,20.0%,In Stock,Pepsi,Pepsi Cola Cans 24 x 330ml,No
"Confectionery, Crisps & Snacks",625591,5010455063135	,HALLS SOOTHERS CHERRY,20 x 45grm,£0.74,£8.99,20.0%,In Stock,Halls,Halls Soothers Cherry Flavour 45g,No
"Confectionery, Crisps & Snacks",655986,5000328988382	,WALKERS MAX HOT CHICKEN WINGS,24 x 50grm,£0.89,£12.99,20.0%,In Stock,Walkers Ltd,Find us on Facebook and Twitter,No
"Confectionery, Crisps & Snacks",654974,5000237007471	,DISCOS ASSORTED 6PK,28X153GRM,£1.25,£28.79,0.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",497362,5000328590929	,WOTSITS CHEESY SNACKS,32X23GRM,£0.79,£13.49,20.0%,In Stock,Walkers,Walkers Wotsits Really Cheesy Snacks 22.5g,No
"Confectionery, Crisps & Snacks",497357,5000328583839	,QUAVERS CHEESE,32X20GRM,£0.79,£13.49,20.0%,In Stock,Walkers,Walkers Quavers Cheese Snacks 20g,No
"Confectionery, Crisps & Snacks",793633,5000237123850	,SKIPS PRAWN COCKTAIL 6PK,20X78.GRM,£1.25,£20.79,0.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Active thehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",714888,5000328774800	,WALKERS OVEN BAKED CHEESE & ONION,32 x 37.5grm,£0.79,£14.29,20.0%,In Stock,Walkers,Walkers Oven Baked Cheese & Onion Snacks 37.5g,No
"Confectionery, Crisps & Snacks",503997,5000159491495	,GALAXY MINSTRELS 1.00 TREAT BAG,20 x 80grm,£1.00,£13.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,£1 RRP****Recommended Retail Price,No
Soft Drinks,792473,5000382111061	,RUBICON P/APPLE P/FRUIT,12 x 500mls,£1.39,£7.49,20.0%,In Stock,Tennant & Ruttle,"We always like to hear what you think of our drinks so feel free to contact us at rubiconconsumercare@agbarr.co.uk or visit us at www.rubicondrinks.co.uk. Make sure to follow our Rubicon social pages on Facebook, Instagram and Twitter @rubicondrinksuk",No
"Confectionery, Crisps & Snacks",503980,5000159491600	,MALTESERS TREAT BAG 1.00,24 x 68grm,£1.00,£15.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Chocolate £1 PMP Treat Bag 68g,No
Soft Drinks,604358,5000382102182	,RUBICON STRAWBERRY KIWI,12 x 500mls,£1.39,£7.49,20.0%,In Stock,Tennant & Ruttle,We always like to hear what you think of our drinks so feel free to contact us at rubiconconsumercare@agbarr.co.uk or visit us at www.rubicondrinks.co.uk.,No
Soft Drinks,604400,5000382102144	,RUBICON BLACKCHERRY RASPBERRY,12 x 500mls,£1.39,£7.49,20.0%,In Stock,Tennant & Ruttle,"We always like to hear what you think of our drinks so feel free to contact us at rubiconconsumercare@agbarr.co.uk or visit us at www.rubicondrinks.co.uk. Make sure to follow our Rubicon social pages on Facebook, Instagram and Twitter @rubicondrinksuk",No
"Confectionery, Crisps & Snacks",503982,5000159491419	,REVELS TREAT BAG 1.00,20X71GRM,£1.00,£13.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Check out the website: www.revels.co.uk,No
"Confectionery, Crisps & Snacks",436250,5000159479677	,M&MS CHOCOLATE BAG 1.00,16X82GRM,£1.00,£10.69,20.0%,In Stock,M&M's,M&M's Chocolate £1 PMP Treat Bag 82g,No
Soft Drinks,275003,5099483007588	,BALLYGOWAN STILL WATER SPORTS BTL,12 x 1ltr,£1.26,£7.49,20.0%,In Stock,Ballygowan,Ballygowan Still Irish Mineral Water Sports Bottle 1L,No
Soft Drinks,284001,3057640136993	,VOLVIC NATURAL STILL WATER SPORTS,12 x 1ltr,£0.99,£6.59,20.0%,In Stock,Volvic,"Carbon Trust - Certified Carbon NeutralFrom a protected source**Bottled with 100% renewable energyVolvic helps protect billions of m2 of natural ecosystem*****Together with CEPIV ***in Volcanic CountriesTo the peopleEach litre of volvic you drink helps provide access to one litre of safe drinking water to people in need**in Cambodia, India, Haiti, Mexico, Bangladesh, Nigeria, Rwanda, Uganda, Kenya, Senegal.More info: volvic.co.uk",No
Soft Drinks,547528,4199005001	,BALLYGOWAN STILL,24 x 500mls,£0.75,£6.99,20.0%,In Stock,Britvic Northern Ireland,Ballygowan Still Natural Mineral Water 500ml,No
Soft Drinks,317804,3057640100673	,VOLVIC NATURAL MINERAL STILL WATER,24 x 500mls,£0.55,£6.49,20.0%,In Stock,Volvic,"Carbon Trust - Certified Carbon NeutralOur CommitmentsTo the PeopleEach litre of Volvic you drink helps provide access to one litre of safe drinking water to people in need**In Cambodia, India, Haiti, Mexico, Bangladesh, Nigeria, Rwanda, Uganda, Kenya, SenegalCertified Carbon NeutralFrom a protected source**Bottled with 100% renewable energyVolvic helps protect billions of m2 of natural ecosystem*****Together with CEPIV ***In volcanic countriesMore info: volvic.co.uk",No
Soft Drinks,176391,5011026701791	,BALLYGOWAN SPORT 11+4FREE,15 x 750mls,£0.89,£7.29,20.0%,In Stock,Ballygowan,Water subjected to an authorised ozone-enriched air oxidation technique.,No
Soft Drinks,195520,5026791543002	,DEEP RIVERROCK STILL WATER BOTTLE,24 x 500mls,£0.69,£6.49,20.0%,In Stock,Deep RiverRock,Deep RiverRock Refresh Still Water 500ml,No
"Confectionery, Crisps & Snacks",428902,5900951250903	,GALAXY HONEYCOMB 1.00,24X114GRM,£1.00,£15.99,20.0%,In Stock,Galaxy,£1 RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",446096,5900951255687	,GALAXY SALTED CARAMEL 1.00,24 x 135grm,£1.00,£15.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Salted Caramel Chocolate £1 PMP Bar 135g,No
Soft Drinks,604253,5000382102168	,RUBICON ORANGE MANGO,12 x 500mls,£1.39,£7.49,20.0%,In Stock,Tennant & Ruttle,"We always like to hear what you think of our drinks so feel free to contact us at rubiconconsumercare@agbarr.co.uk or visit us at www.rubicondrinks.co.uk. Make sure to follow our Rubicon social pages on Facebook, Instagram and Twitter @rubicondrinksuk",No
Soft Drinks,915460,5410438037946	,YAZOO STRAWBERRY NAS,6 x 200mls,£2.00,£8.49,0.0%,In Stock,GM Marketing,A varied and balanced diet is important as part of a healthy lifestyle.,No
"Confectionery, Crisps & Snacks",108816,5000159458719	,GALAXY 1.00,24X110GRM,£1.00,£15.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,£1 RRP**** Recommended Retail Price,No
"Confectionery, Crisps & Snacks",108814,5000159458733	,GALAXY COOKIE CRUMB 1.00,24X114GRM,£1.00,£15.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,£1 RRP****Recommended Retail Price,No
Soft Drinks,915459,5410438040045	,YAZOO CHOCOLATE NAS,6 x 200mls,£2.00,£8.49,0.0%,In Stock,GM Marketing,A varied and balanced diet is important as part of a healthy lifestyle.,No
"Confectionery, Crisps & Snacks",108815,5900951139246	,GALAXY CARAMEL 1.00,24 x 135grm,£1.00,£15.99,20.0%,In Stock,Galaxy,Galaxy Caramel Chocolate £1 PMP Bar 135g,No
Soft Drinks,915297,5391516884082	,TIPPERARY LEMON & LIME WATER,12 x 750mls,£1.00,£6.29,20.0%,In Stock,TENNENTS NI LTD,Tipperary Lemon & Lime Flavoured Still Water 750ml,No
Soft Drinks,915458,5410438037953	,YAZOO BANANA NAS,6 x 200mls,£2.00,£8.49,0.0%,In Stock,GM Marketing,A varied and balanced diet is important as part of a healthy lifestyle.,No
Soft Drinks,915296,5391516884068	,TIPPERARY STRAWBERRY WATER,12 x 750mls,£1.00,£6.29,20.0%,In Stock,TENNENTS NI LTD,Tipperary Strawberry Flavoured Still Water 750ml,No
Soft Drinks,498252,5449000132499	,FANTA ORANGE BOTTLE,8X1.7LTR,£1.69,£8.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Fanta Orange 1.75L,No
Soft Drinks,498238,5449000215734	,FANTA LEMON,8X1.7LTR,£1.69,£8.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Fanta Lemon 1.75L,No
Soft Drinks,434258,5011026566550	,CLUB ORANGE BOTTLE,12 x 1.25ltr,£1.79,£13.49,20.0%,In Stock,Club,Club Orange Bottle 1.25L,No
"Confectionery, Crisps & Snacks",754056,4014400921731	,WERTHERS ECLAIRS 1.00,12 x 100grm,£1.00,£8.29,20.0%,In Stock,Tennant & Ruttle,Werther's Original Eclairs 100g,No
Soft Drinks,407884,5449000104885	,SPRITE ZERO,8 x 2ltr,£1.69,£8.99,20.0%,In Stock,Sprite,Sprite Lemon-Lime No Sugar 2L,No
"Confectionery, Crisps & Snacks",764267,5000159531221	,SNICKERS 3PK 1.00,22X129GRM,£1.00,£14.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Chocolate Bars £1 PMP Multipack 3 x 41.7g,No
"Confectionery, Crisps & Snacks",764268,5000159531207	,MARS 3PK 1.00,22X122GRM,£1.00,£14.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,"Fairtrade Cocoa: mass balance is used to match Fairtrade sourcing. Visit info.fairtrade.net/sourcingSelling more of their cocoa on Fairtrade terms enables Fairtrade producers to get fairer trading conditions, stimulate social changer  and engage in environmental protection. 3 for £1 RRP****Recommended Retail Price",No
"Confectionery, Crisps & Snacks",764269,5000159531146	,TWIX 3PK 1.00,24 x 135grm,£1.00,£16.59,20.0%,In Stock,Mars Wrigley DAP UK Ltd,3x2 for £1 RRP****Recommended Retail Price,No
Soft Drinks,916711,5414150410551	,YAZOO BARISTA CARAMEL LATTE,12 x 250mls,£1.00,£7.99,0.0%,In Stock,GM Marketing,Barista Coffee Co. Caramel Latte 250ml,No
Soft Drinks,916710,5414150410544	,YAZOO BARISTA LATTE CAN,12 x 250mls,£1.00,£7.99,0.0%,In Stock,GM Marketing,Barista Coffee Co. Caffè Latte 250ml,No
Soft Drinks,916709,5414150410575	,YAZOO CHOCOMEL CHOCOLATEMILK CAN,12 x 250mls,£1.00,£9.49,0.0%,In Stock,GM Marketing,Chocomel 250ml,No
Soft Drinks,447752,5011020103539	,RIVER ROCK STILL,12 x 1ltr,£0.99,£6.49,20.0%,In Stock,Coca Cola HBC Northern Ireland,Deep RiverRock Perform Still Water 1 Litre,No
Soft Drinks,916382,5000112656824	,COKE ZERO TWIN 3.95,3 x 2ltr,£3.95,£8.29,20.0%,In Stock,Coca Cola HBC Northern Ireland,Coca-Cola Zero Sugar 2 x 2L,No
Soft Drinks,916266,5000112656800	,COCA COLA 3.95 TWIN,3 x 1.5ltr,£3.95,£8.29,20.0%,In Stock,Coca Cola HBC Northern Ireland,Coca-Cola Original Taste 2 x 1.5L,No
Soft Drinks,416581,50412723	,FRUIT SHOOTS SUMMER FRUITS,24 x 275mls,£0.89,£10.69,20.0%,In Stock,Robinsons,Fruit Shoot Summer Fruits Kids Juice Drink 275ml,No
Soft Drinks,916381,5000112656817	,DIET COKE TWIN 3.95,3 x 2ltr,£3.95,£8.29,20.0%,In Stock,Coca Cola HBC Northern Ireland,Diet Coke 2 x 2L,No
Soft Drinks,791668,4060800304841	,7UP REGULAR,12 x 1.2ltr,£1.29,£9.99,20.0%,In Stock,Britvic Northern Ireland,7UP Lemon & Lime Bottle 1.25L,No
"Confectionery, Crisps & Snacks",915302,3017627101604	,KINDER CHOCOLATE T16,NA,NA,NA,20.0%,Out of Stock,Kinder,Be Treatwise.netGet to know your treatsVisit Kinder.comFor more information visit: www.kinder.co.uk,No
Soft Drinks,536328,5011026295436	,7UP FREE,12 x 1.25ltr,£1.29,£9.99,20.0%,In Stock,7UP,7Up Free Lemon & Lime Bottle 1.25L,No
Soft Drinks,783715,5011026340068	,C&C RASPBERRYADE SUGAR FREE,8 x 2ltr,£1.49,£6.99,20.0%,In Stock,C&C,C&C Sugar Free Raspberryade 2 Litres,No
Soft Drinks,783713,5000368090229	,C&C BROWN LEMONADE,8 x 2ltr,£1.49,£6.99,20.0%,In Stock,C&C,C&C Brown Lemonade Bottle 2L,No
Soft Drinks,783714,5011026359039	,C&C PINEAPPLE SUGAR FREE,8 x 2ltr,£1.49,£6.99,20.0%,In Stock,C&C,C&C Pineappleade Sugar Free 2 Litres,No
Soft Drinks,783711,5000368001003	,C&C WHITE LEMONADE,8 x 2ltr,£1.49,£6.99,20.0%,In Stock,C&C,C&C Lemonade Bottle 2L,No
Soft Drinks,665345,NA	,CLUB LEMON BOTTLE#,NA,NA,NA,20.0%,Out of Stock,Britvic Northern Ireland,Club Lemon Bottle 1.75L,No
Soft Drinks,616016,5011026348897	,PEPSI MAX,12 x 1.25ltr,£1.29,£9.99,20.0%,In Stock,Pepsi,Pepsi Max Sugar Free Cola Bottle 1.25L,No
Soft Drinks,776302,5019490311928	,AQUAVIT MIXED BERRY,NA,NA,NA,20.0%,Out of Stock,Montgomery Springs Water Ltd,Aqua Vit Mixed Berry Flavoured Spring Water with Added Vitamins 500ml,No
Soft Drinks,776303,5019490311393	,AQUAVIT ORANGE,NA,NA,NA,20.0%,Out of Stock,Montgomery Springs Water Ltd,NA,No
Soft Drinks,764383,5391516883436	,TIPPERARY LEMON & LIME,6 x 1.5ltr,£1.59,£5.49,20.0%,In Stock,TENNENTS NI LTD,Tipperary Lemon & Lime Flavoured Still Water 1.5L,No
Soft Drinks,916079,5449000307859	,FANTA ZERO WTF,NA,NA,NA,20.0%,Out of Stock,Coca Cola HBC Northern Ireland,Fanta Zero Sugar What The Fanta 500ml,No
Soft Drinks,435460,NA	,CLUB ROCK SHANDY BOTTLE#,NA,NA,NA,20.0%,Out of Stock,Britvic Northern Ireland,Club Rock Shandy Bottle 500ml,No
Soft Drinks,435450,NA	,CLUB LEMON BOTTLE#,NA,NA,NA,20.0%,Out of Stock,Britvic Northern Ireland,Club Lemon Bottle 500ml,No
Soft Drinks,764382,5391516883412	,TIPPERARY STRAWBERRY,6 x 1.5ltr,£1.59,£5.49,20.0%,In Stock,TENNENTS NI LTD,Tipperary Strawberry Flavoured Still Water 1.5L,No
Soft Drinks,786661,5060608749362	,BPM SOUR TWIST 1.15,NA,NA,NA,20.0%,Out of Stock,Coca Cola HBC Northern Ireland,bpm Refreshing Boost Energy Sour Twist 500ml,No
Soft Drinks,755825,3068320084602	,EVIAN,NA,NA,NA,20.0%,Out of Stock,Evian,Discover how on evian.comThe Championships Wimbledon,No
Soft Drinks,665347,NA	,CLUB ROCK SHANDY BOTTLE#,NA,NA,NA,20.0%,Out of Stock,Britvic Northern Ireland,NA,No
Soft Drinks,780416,3057640554773	,VOLVIC TOF P/APPLE/ORANGE,NA,NA,NA,20.0%,Out of Stock,Richmond Marketing NI Ltd,Volvic Touch of Fruit Low Sugar Pineapple & Orange Vitality Natural Flavoured Water 1.5L,No
Soft Drinks,721654,3057640100178	,VOLVIC MINERAL STILL WATER BOTTLE,12 x 1.5ltr,£0.99,£5.69,20.0%,In Stock,Volvic,"Carbon Trust - Certified Carbon NeutralOur CommitmentsTo The PeopleEach litre of Volvic you drink helps provide access to one litre of safe drinking water to people in need**In Cambodia, India, Haiti, Mexico, Bangladesh, Nigeria, Rwanda, Uganda, Kenya, SenegalCertified Carbon NeutralFrom a protected source**Bottled with 100% renewable energyVolvic helps protect billions of m2 of natural ecosystem*****Together with CEPIV ***In volcanic countriesMore info: volvic.co.uk",No
Soft Drinks,498253,5449000215574	,LILT,8X1.7LTR,£1.69,£8.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Lilt Fruit Crush Pineapple & Grapefruit 1.75L,No
Soft Drinks,662522,3057640316098	,VOLVIC TOF S/F LEMON&LIME,6 x 1.5ltr,£1.59,£5.39,20.0%,In Stock,Volvic,**for more information visit wwwvolvic.co.uk,No
"Confectionery, Crisps & Snacks",622369,5000201999511	,CADBURY FLAKE 99,1X144PK,£20.93,£13.95,20.0%,In Stock,Cadbury,Cadbury Flake 99 Chocolate Bar 144 x 8.25g,No
Soft Drinks,760407,3057640407598	,VOLVIC TOF SUMMER FRUITS,6 x 1.5ltr,£1.59,£5.39,20.0%,In Stock,Richmond Marketing NI Ltd,Volvic Touch of Fruit Low Sugar Summer Fruits Natural  Flavoured Water 1.5L,No
"Confectionery, Crisps & Snacks",768770,5000159533713	,BOUNTY DARK 60P,NA,NA,NA,20.0%,Out of Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
Soft Drinks,753271,5449000031341	,COKE ZERO CAN 8PK,3X330MLS,£4.99,£9.49,20.0%,In Stock,Coca-Cola,Coca-Cola Zero Sugar 8 x 330ml,No
Soft Drinks,124926,50412709	,FRUIT SHOOTS ORANGE LS,24 x 275mls,£0.89,£10.69,20.0%,In Stock,Robinsons,Robinsons Fruit Shoot Orange 24 x 275ml,No
Soft Drinks,493137,5449000004451	,DIET COKE CAN 8 PACK,3X330MLS,£4.99,£9.49,20.0%,In Stock,Coca-Cola,Diet Coke 8 x 330ml,No
Soft Drinks,124924,50412716	,FRUIT SHOOTS BLK&APPLE LS,24 x 275mls,£0.89,£10.69,20.0%,In Stock,Robinsons,Robinsons Fruit Shoot Apple & Blackcurrant 24 x 275ml,No
"Confectionery, Crisps & Snacks",754060,4014400912746	,WERTHERS CREAMY 1.00,12X110GRM,£1.00,£8.29,20.0%,In Stock,Werther's Original,Werther's Original Creamy Filling 110g,No
"Confectionery, Crisps & Snacks",754057,4014400918953	,WERTHERS ORIGINAL 1.00,12X110GRM,£1.00,£8.29,20.0%,In Stock,Werther's Original,Werther's Original Butter Candies 110g,No
"Confectionery, Crisps & Snacks",413523,8710800991195	,FRUITTELLA STRAWBERRY 4PK,18X164GRM,£1.00,£12.49,20.0%,In Stock,Tennant & Ruttle,Find us on Facebook or Instagram @FruittellaUK,No
"Confectionery, Crisps & Snacks",775496,5000159533058	,GALAXY ORANGE 1.00,24X110GRM,£1.00,£15.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,£1 RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",413522,8710800974402	,FRUITTELLA CHEWY MIX 4PK,18X164GRM,£1.00,£12.49,20.0%,In Stock,Fruittella,Find us on Facebook or Instagram @FruittellaUK,No
"Confectionery, Crisps & Snacks",516925,5900951260506	,GALAXY CRISPY 1.00,24X102GRM,£1.00,£15.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Galaxy Crispy Chocolate £1 PMP Bar 102g,No
"Confectionery, Crisps & Snacks",446617,5000159485920	,MALTESER TEASER BAR 1.00,23X100GRM,£1.00,£15.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Teasers Chocolate £1 PMP Bar 100g,No
"Confectionery, Crisps & Snacks",122311,5000237073995	,KP CHOC DIPS 3PK,8X3PK,£1.59,£8.99,0.0%,In Stock,KP,KP Choc Dips Original 3 Pack,No
"Confectionery, Crisps & Snacks",142782,87108729	,MENTOS MINT 3PK,25X120GRM,£1.00,£14.99,20.0%,In Stock,Mentos,Mentos Chewy Dragees Mint 3 x 38g,No
"Confectionery, Crisps & Snacks",142783,87108675	,MENTOS FRUIT 3PK,25X120GRM,£1.00,£14.99,20.0%,In Stock,Mentos,Me&You Snap Share WinSnap a shot of you sharing a roll and tag for a chance to Win great prizes for two!The Me&You competition is open to persons aged 18+. For full T&Cs visit mentosmeandyou.co.uk,No
Soft Drinks,555109,5099618915924	,TIPPERARY 10PK FRUIT BLAST WATER,3X250MLS,£3.49,£5.29,20.0%,In Stock,TENNENTS NI LTD,A portion of the proceeds from this pack goes to the Irish Society for the Prevention of Cruelty to ChildrenISPCC  Childline 1800 66 66 66childline.ie,No
Soft Drinks,555103,5099618911056	,TIPPERARY 10PK KIDZ WATER,3X250MLS,£3.49,£5.29,20.0%,In Stock,Tipperary,A portion of the proceeds from this pack goes to the Irish Society for the Prevention of Cruelty to ChildrenISPCC  Childline 1800 66 66 66childline.ie,No
Soft Drinks,684971,5026791562454	,RIVER ROCK LEMON & LIME,15 x 500mls,£0.89,£6.99,20.0%,In Stock,Deep RiverRock,Deep RiverRock Lemon & Lime Sparkling Water Drink 500ml,No
Soft Drinks,764342,5099618118844	,TIPPERARY LEMON&LIME,12 x 500mls,£0.95,£5.49,20.0%,In Stock,TENNENTS NI LTD,Tipperary Lemon & Lime Sparkling Flavoured Water 500ml,No
Soft Drinks,684970,5026791562584	,RIVER ROCK FOREST FRUITS,15 x 500mls,£0.89,£6.99,20.0%,In Stock,Deep RiverRock,Deep RiverRock Forest Fruits Sparkling Water Drink 500ml,No
"Confectionery, Crisps & Snacks",785422,5000159537926	,MALTESER ORANGE 1.00,20X68GRM,£1.00,£12.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,£1 RRP****Recommended Retail Price,No
Soft Drinks,662523,3057640319723	,VOLVIC TOF S/F LEM&LIME,12 x 500mls,£0.89,£5.49,20.0%,In Stock,Volvic,"We Care About NatureWe are carbon neutral, with touch  of fruit, you are helping Volvic to support sustainable agriculture projects in several countries****For more information visit www.volvic.co.ukCarbon Trust, Carbon Neutral",No
Soft Drinks,662531,3057640319648	,VOLVIC TOF S/F STRAWBERRY,12 x 500mls,£0.89,£5.49,20.0%,In Stock,Volvic,"We are carbon neutral, with touch of fruit, you are helping Volvic to support sustainable agriculture projects in  several countries****For more information visit www.volvic.co.ukCarbon Trust - Carbon Neutral",No
"Confectionery, Crisps & Snacks",785420,5900951293610	,M&MS BROWNIE 1.00,16X70GRM,£1.00,£10.69,20.0%,In Stock,Mars Wrigley DAP UK Ltd,M&M's Brownie Chocolate £1 PMP Treat Bag 70g,No
