ProductDescription,TescoProductID,BaseID,SpecialOffer,OfferStartDate,OfferEndDate,WebLink,CurrentlyAvailable,Barcode,Price,UnitOfMeasure,DateScraped
San Pellegrino Sparkling Aranciata6x330ml,272672524,71303980,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=272672524,True,8002270166471	,4.80,ml,2022-01-27
Shloer White Grape & Elderflower Juice Drink 750Ml,259419431,56569128,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259419431,True,5010388800173	,3.00,ml,2022-01-27
Pepsi Max 500Ml,251496258,51825133,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=251496258,True,0000087170702	,1.45,ml,2022-01-27
V8 Vegetable Juice 1 Litre,256650348,52787398,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256650348,True,5000175412993	,2.29,ml,2022-01-27
Shloer Rose 750Ml,265642636,64975637,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=265642636,True,5010388202076	,3.00,ml,2022-01-27
Ballygowan Sparkling Water 500 Ml,253521261,52986752,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253521261,True,5099483050003	,1.00,ml,2022-01-27
Barr Irn-Bru Soft Drink 8 X 330Ml,272639024,51212835,SAVE 1.45 Was  4.45 Now  3.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=272639024,True,5000382035381	,3.00,ml,2022-01-27
Lyons Plus Metabolism Tea 20 Tea Bags 58G,309790345,89625292,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309790345,True,8711327528895	,3.95,kg,2022-01-27
Gillette Satin Care Dry Skin Shaving Gel 200Ml,291053682,80399229,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291053682,True,7702018400102	,4.59,ml,2022-01-27
Sosu Katie Eyelashes Black Box,303909332,86786992,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303909332,True,NA,5.95,g,2022-01-27
Venus Pubic Hair And Skin Ladies Razor Blades 4 Pack,309475919,89598665,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309475919,True,7702018574254	,14.49,EACH,2022-01-27
Bondi Sands Self Tanning Foam 200Ml,305045618,85972384,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305045618,True,0850278004718	,21.99,ml,2022-01-27
Olay Regenerist 3 Point Night Cream 50Ml,291116292,80423271,Any 2 For 50.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=291116292,True,4084500606487	,39.99,ml,2022-01-27
Simple Kind To Skin Semi Dry Sheet Mask 17G,308116719,88902423,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308116719,True,8720181037030	,3.99,g,2022-01-27
Olay Retinol24 Night Time Moisturiser 50Ml,308478739,88913928,Any 2 For 50.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308478739,True,8001841429847	,44.99,ml,2022-01-27
Xprt. Satin 5 Blade Razor Blades 4 Pack,301429959,85533236,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301429959,True,5057753468569	,6.65,EACH,2022-01-27
Skin Saints Refreshing Facial Wash Vitamin C 100Ml,308107622,88905852,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308107622,True,5021320134102	,6.00,ml,2022-01-27
Vaseline Original Lip Balm 10G,308101679,88910459,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308101679,True,8720181061707	,3.00,g,2022-01-27
Super Facialist Salicylic Acid A/Blemish 150Ml,309470102,89600519,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309470102,True,5060191556156	,10.99,ml,2022-01-27
Tesco Pineapple Juice 3X200ml,258298194,51629446,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258298194,True,5018374322012	,1.65,ml,2022-01-27
Lucozade Energy Can Original 6X330ml Multipack,272513501,71227724,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=272513501,True,5054267001381	,4.75,ml,2022-01-27
Sprite No Sugar 500Ml,258355766,50675455,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258355766,True,5449000109613	,1.45,ml,2022-01-27
Tesco Salmon Cat Food Pate 100G,274746988,72333562,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=274746988,True,5052109750428	,0.24,kg,2022-01-27
Flahavans Quick Oats Sachets 10X35g,252438958,50887204,SAVE 69c Was  3.19 Now  2.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=252438958,True,5099801004008	,2.50,g,2022-01-27
Irish Fields,298413263,55961788,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=298413263,True,NA,3.60,EACH,2022-01-27
Gillette Fusion 5 Shave Gel Sensitive 75Ml,300036263,84829539,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300036263,True,7702018464852	,2.29,EACH,2022-01-27
Purina One Senior 11+ Dry Cat Food Chicken 800G,303227142,86448877,SAVE 2.64 Was  8.14 Now  5.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303227142,True,7613036936996	,5.50,kg,2022-01-27
Kelloggs Just Right Cereal 500G,253746012,53042727,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253746012,True,5000127421257	,4.75,g,2022-01-27
Kelkin Triple Berry Granola 500G,297630652,64944997,SAVE 2.19 Was  5.19 Now  3.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=297630652,True,5397136003032	,3.00,kg,2022-01-27
Kelloggs Nutrigrain Strawberry 6 X37g,267952414,52820528,SAVE 89c Was  3.39 Now  2.50,25/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=267952414,True,5050083542787	,2.50,g,2022-01-27
Kelloggs Rice Krispie Squares Marshmallow 4 X 28G,250202649,54921285,HALF  PRICE     Was  2.65  Now  1...,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=250202649,True,5000127730137	,1.32,g,2022-01-27
Kelloggs Nutrigrain Apple 6X37g,267952731,52820655,SAVE 89c Was  3.39 Now  2.50,25/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=267952731,True,5050083542718	,2.50,g,2022-01-27
Kelloggs Frosties Cereal 750G,256240133,50637017,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256240133,True,5000127153950	,5.25,g,2022-01-27
Flahavans Organic Jumbo Oatlets 1Kg,255865288,57811779,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255865288,True,5099801003025	,2.95,g,2022-01-27
Kelkin Fruit & Nut Granola 500G,297877688,64945076,SAVE 1.79 Was  4.79 Now  3.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=297877688,True,5397136003018	,3.00,kg,2022-01-27
Alpen No Added Sugar Muesli 1.1Kg,285512315,53701069,SAVE 25% Was  4.95,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=285512315,True,5010029219326	,3.71,g,2022-01-27
Tesco Swiss Style No Added Sugar Muesli 1Kg,265537322,64872125,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=265537322,True,5052003786561	,2.79,g,2022-01-27
Tesco Corn Flakes Cereal 500G,254842766,50060324,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254842766,True,5000436616443	,0.99,g,2022-01-27
Odlums Triumph Oat Flakes 1.5Kg,250869551,55270459,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250869551,True,5011040028010	,2.59,g,2022-01-27
Old Holborn Original 30G Pouch,295885382,82782291,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295885382,True,5011054102003	,22.00,g,2022-01-27
Rizla Natura Regular Papers 50 Units,301180861,85408149,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301180861,True,0000054034860	,0.80,EACH,2022-01-27
The Guardian,309934194,55416450,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309934194,True,NA,4.00,EACH,2022-01-27
Golden Virginia Original Pouch 30G,294970461,82339523,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=294970461,True,4030700111443	,20.60,g,2022-01-27
Pall Mall Flow Red 20 Pack,306820270,88244470,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306820270,True,0000096191453	,13.30,EACH,2022-01-27
Rizla Polar Blast Ultra Slim Filter Tips 60S,305833982,87874733,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305833982,True,4030700126928	,1.50,EACH,2022-01-27
Take A Break,311154267,81027836,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=311154267,True,9770958983366	,1.67,EACH,2022-01-27
Phoenix Euro,308927924,88860978,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308927924,True,NA,3.65,EACH,2022-01-27
Your Home,307332362,81081125,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307332362,True,9771367072122	,3.61,EACH,2022-01-27
Vuse Epen Crushed Mint 18Mg Cartridge X2,308489007,88905996,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308489007,True,5000393169945	,6.00,EACH,2022-01-27
Vuse Epen Blended Tobacco 6Mg Cartridge X2,308498709,89242292,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308498709,True,5000393169853	,6.00,EACH,2022-01-27
The Examiner,272248803,55960795,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=272248803,True,NA,2.00,EACH,2022-01-27
Jps Bright 20 Pack,306818849,88249136,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306818849,True,4030600236642	,13.00,EACH,2022-01-27
Woman & Home,311244307,81923311,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=311244307,True,9770043724386	,7.63,EACH,2022-01-27
Unilite 3 Pack Lighter,260767437,59454150,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260767437,True,4022364489426	,1.00,EACH,2022-01-27
L'oreal Paris Revlft Laser Renew Night Cream 50Ml,280004487,74832377,SAVE 33% Was  29.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=280004487,True,3600522480129	,20.09,ml,2022-01-27
Palmers Cocoa Butter Lip Balm 4G,256296936,58037640,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256296936,True,0010181000089	,1.49,g,2022-01-27
Tesco Kind & Pure Cleansing Face Wash 150Ml,301360723,85487814,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301360723,True,5057753439187	,2.49,ml,2022-01-27
Venus Razor For Pubic Hair And Skin,309786800,89459560,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309786800,True,7702018574162	,11.99,EACH,2022-01-27
Simple Kind To Skin Soothing Eye Balm 15Ml,308852948,89278520,Any 3 For 9.00,25/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308852948,True,8710447469392	,5.29,ml,2022-01-27
L'oreal Paris Revlft Laser Renew Cream Spf 20 50Ml,297631410,83653195,SAVE 33% Was  29.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=297631410,True,3600523448746	,20.09,ml,2022-01-27
Ziaja Goat's Milk Milk+Toner 200Ml,309781235,89630783,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309781235,True,5901887001751	,4.49,LITRE,2022-01-27
Nivea Antibacterial 3In1 Care And Prot Hand Cream 75Ml,308484047,88906822,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308484047,True,4005900861702	,4.99,ml,2022-01-27
He Shi 1Hr Rapid Liquid Self Tan Medium - Dark 150Ml,308497003,89259376,HALF  PRICE     Was  29.50  Now  ...,18/1/2022,29/3/2022,https://www.tesco.ie/groceries/Product/Details/?id=308497003,True,5060146543514	,14.75,LITRE,2022-01-27
Simple Water Boost Micellar Cleansing Water 400Ml,297165528,83406872,SAVE 33% Was  8.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=297165528,True,8710908711619	,6.02,ml,2022-01-27
Simple Oilbegone Micellar Water Skin Face 400 Ml,302347599,85966835,SAVE 33% Was  8.49,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=302347599,True,8710447473856	,5.68,ml,2022-01-27
Seoulista Beauty Rosy Toes Instant Pedicure 18Ml,309172311,89436792,Any 2 For 14.00,20/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309172311,True,5060524850098	,9.00,LITRE,2022-01-27
Tesco Tasty Treats 4 Small Log Bones With Chicken 180G,273674740,71812383,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=273674740,True,5052909467328	,1.39,kg,2022-01-27
Felix Cat Food Mixed Selection In Jelly 40X100g,296143752,82910054,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296143752,True,7613036016858	,18.85,kg,2022-01-27
Sheba Clsc In Terrine Chicken Cat Food Tray 85G,286783297,78239837,Any 5 For 3.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=286783297,True,4008429070365	,0.75,kg,2022-01-27
Go-Cat Adult Dry Cat Food Chicken & Duck 750G,309496711,89459894,SAVE 85c Was  3.85 Now  3.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309496711,True,7613287211552	,3.00,kg,2022-01-27
Petface Litter Tray,304395699,87180989,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304395699,True,5053707029756	,3.30,EACH,2022-01-27
Purina Felix Tasty Shreds Selection In Gravy 12X80g,305743541,87655601,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305743541,True,7613037366716	,7.26,kg,2022-01-27
Meowee! Meat Cookies Chicken 40G,306806512,88315064,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306806512,True,5000239171125	,2.05,kg,2022-01-27
Perfect Fit Cat Complete Sensitive 1+ Turkey 750G,295196425,82448092,SAVE 1.49 Was  6.49 Now  5.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=295196425,True,4008429088759	,5.00,kg,2022-01-27
Meowee Cat Batting Ball Stack Toy,299225410,84423973,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=299225410,True,5000239171910	,5.99,EACH,2022-01-27
Perfect Fit 1+ Salmon Dry Cat Food 750G,295196340,82448054,SAVE 1.49 Was  6.49 Now  5.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=295196340,True,4008429088247	,5.00,kg,2022-01-27
Whiskas 1+ Jelly Poultry Cat Food Pouches 40 X100g,284776355,73369276,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=284776355,True,4770608250416	,14.49,kg,2022-01-27
Felix Cat Naturally Delicious Farm Selection In Jelly 12X80g,307303506,88453723,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307303506,True,7613038269443	,7.26,kg,2022-01-27
Glade Automatic Spray Refill Clean Linen,281976578,75824316,SAVE 25% Was  4.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=281976578,True,5000204732085	,3.37,EACH,2022-01-27
Heinz Mixed Vegetable Jar 120G,305745896,87656560,Any 5 For 3.50,27/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=305745896,True,5000157144133	,0.75,kg,2022-01-27
Tesco Honey Nut Corn Flakes Cereal 500G,254852345,50517776,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254852345,True,5000119133793	,1.19,g,2022-01-27
Kelloggs Coco Pops Cereal 720G,295684239,67400686,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295684239,True,5053827173025	,5.95,g,2022-01-27
Weetabix Crispy Minis Chocolate Chip Cereal 600G,285391687,55766213,SAVE 89c Was  3.89 Now  3.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=285391687,True,5010029219241	,3.00,g,2022-01-27
Tesco Low Fat Special Flakes Cereal 500G,261084828,59762706,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261084828,True,5051140851385	,1.29,g,2022-01-27
Weetabix Oatibix Cereal 24 Pack,260360745,59060120,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260360745,True,5010029207880	,3.59,EACH,2022-01-27
Kelloggs Crunchy Nut Corn Flakes Cereal 1Kg,265689717,65021331,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=265689717,True,5050083459825	,7.29,g,2022-01-27
Kelloggs Coco Pops Rocks Cereal 350G,277662074,50987783,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=277662074,True,5050083915123	,3.49,g,2022-01-27
Go Ahead Forest Fruit Yoghurt Breaks Bars 5 Pack 177G,283420185,50327920,Any 2 For 3.50,1/3/2021,28/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=283420185,True,5000168181578	,3.29,g,2022-01-27
Jordans Country Crisp Chunky Nuts Cereal 500G,257328340,53688602,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257328340,True,5010477308221	,3.99,g,2022-01-27
Tesco Swiss Style Muesli 1Kg,265537011,64871817,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=265537011,True,5052003786165	,2.79,g,2022-01-27
Kelloggs All Bran Golden Crunch Cereal 390G,271010320,70510321,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271010320,True,5050083563133	,3.99,g,2022-01-27
Kelloggs Nutrigrain Blueberry 6 X37g,267953350,52820563,SAVE 89c Was  3.39 Now  2.50,25/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=267953350,True,5050083542732	,2.50,g,2022-01-27
Kelloggs Rice Krispie Squares Caramel 4 X 36G,250202816,54921360,HALF  PRICE     Was  2.65  Now  1...,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=250202816,True,5000127730175	,1.32,g,2022-01-27
Kelloggs Rice Krispie Squares Chocolate 4X36,264525476,63888346,HALF  PRICE     Was  2.65  Now  1...,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=264525476,True,5050083449048	,1.32,g,2022-01-27
Simple Triple Protect Moisturiser Spf 30 40Ml,305248753,87229185,SAVE 33% Was  6.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=305248753,True,8717163866900	,4.68,ml,2022-01-27
L'oreal Paris Wrinkle Expert Collagen Day Cream 50Ml,291301470,80521483,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291301470,True,3600523183494	,13.99,ml,2022-01-27
Tanorganic Self Tan Facial Mist 50Ml,310670665,89915936,SAVE 33% Was  29.99,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=310670665,True,NA,20.09,ml,2022-01-27
Nivea Micellair Water Sensitive Skin 400Ml,302340446,85966668,HALF  PRICE     Was  6.49  Now  3...,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=302340446,True,4005900339263	,3.24,ml,2022-01-27
Nip+Fab Glycolic Scrub Fix 75Ml,278756970,74324512,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278756970,True,5060236972941	,13.99,ml,2022-01-27
L'oreal Paris Wrinkle Xprt 65+ Day Cream 50Ml,305252183,87178083,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305252183,True,3600523428038	,12.99,ml,2022-01-27
Aveeno Daily Moistng. Lotion Oatmeal 200Ml,265684360,65016205,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=265684360,True,3574660123425	,6.35,ml,2022-01-27
Nivea Naturally Good Organic Cocoa Butter Body Lotion 350Ml,308453522,88894342,HALF  PRICE     Was  10.49  Now  ...,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308453522,True,4005900785398	,5.24,ml,2022-01-27
Oh K! Niacinamide Mask 34Ml,309472669,89595340,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309472669,True,5037200102710	,5.50,LITRE,2022-01-27
Nivea Q10 Power Anti-Aging Mature Skin Facial Oil 30Ml,305250663,87182181,HALF  PRICE     Was  19.99  Now  ...,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=305250663,True,4005900661388	,9.99,ml,2022-01-27
Olay Regenerist Collagen Peptide 24 Serum 40Ml,308450681,88886366,Any 2 For 50.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308450681,True,8006540060261	,44.99,ml,2022-01-27
Garnier Micellar Water Sensitive 700Ml,297386740,83516859,SAVE 33% Was  10.29,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=297386740,True,3600541938489	,6.89,ml,2022-01-27
Garnier Organic Day Care Anti-Aging Lavandin 50Ml,303316221,86476797,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303316221,True,3600542183895	,10.99,ml,2022-01-27
Sosu Sophia Eyelashes Black Box,303909983,86787354,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303909983,True,NA,5.95,g,2022-01-27
Lavazza Qualita Rossa Coffee Beans 250G,278583874,74229199,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278583874,True,8000070036284	,5.99,g,2022-01-27
L'or. Coffee Decaffeinated 100G,295543729,82629606,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295543729,True,8711000363768	,5.89,g,2022-01-27
Nescafe Azera Americano De/Caf Coffee 100G,296836819,83244218,HALF  PRICE     Was  6.85  Now  3...,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=296836819,True,7613035415201	,3.42,g,2022-01-27
Monin Vanilla Syrup 25Cl,280515660,75088708,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=280515660,True,3052910013776	,3.99,ml,2022-01-27
