Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,768456,148247	,M/E PLAIN PANINI,72X125GRM,NA,£12.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
"Confectionery, Crisps & Snacks",621361,7622201425982	,CADBURY SELECTION BOX SMALL,24X89GRM,£1.00,£16.29,20.0%,In Stock,Kraft Foods UK Ltd,"Free Ticket**With the purchase of a full priced adult  ticketLegoland, Shrek's Adventure!, Madame Tussauds, Sealife, Plus many more...This voucher gives One Person Free entry  with the purchase of one full ""gate"" priced Adult entry ticket until 31.12.22 at selected Merlin Entertainments Attractions. Pre-booking online is recommended to guarantee entry; book via www.funcountdown.com/cadbury using promo code 'Christmas21'. This voucher cannot be used with any other promotion or offer and must be presented on the date of visit with your pre-booked tickets. Only one person per entry voucher. Each attraction has different opening times, dates when this  promotion isn't valid and age/height restrictions apply. Ticket availability restrictions apply; early booking is recommended. Please check the full T&C's for this offer at www.funcountdown.com/cadbury.©2021 The Lego Group. ©The London Eye  2021 all rights reserved.©2021 DWA L.L.C. ""Bear Grylls"" is a registered trademark of Bear Grylls Ventures LLP.Cocoa LifePartnering with Fairtrade FoundationPartnering to improve the lives of cocoa farmers and their communitiesBy eating Cadbury, you've been encouraging environmental sustainabilityCocoa Life helps farmers get the most from their cocoa trees through environmentally friendly farmingwww.cocoalife.orgCadbury WorldHave you visited Cadbury World yet? It's great fun for all the family. Check out our assortment of chocolatey zones and book tickets at cadburyworld.co.ukCadbury Gifts DirectGift ideas from Cadbury? Visit www.cadburygiftsdirect.co.uk or order by phone 0845 600 3113",No
Soft Drinks,436102,5391521830371	,CLUB ZERO ORANGE,8 x 2ltr,£1.99,£8.49,20.0%,In Stock,Club,Club Zero Orange Bottle 2L,No
Soft Drinks,745926,5099618119117	,TIPPERARY 1LTR SPORTSCAP,NA,NA,NA,20.0%,Out of Stock,Tipp Active,Tipperary Active Still Pure Irish Water 1 Litre,No
"Confectionery, Crisps & Snacks",707147,5034660517023	,CADBURY MILK TRAY BOX,6 x 360grm,£4.49,£17.69,20.0%,In Stock,Cadbury,Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",707049,5034660517016	,CADBURY MILK TRAY BOX SMALL,8 x 180grm,£2.49,£12.29,20.0%,In Stock,Cadbury,Cocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
Soft Drinks,446289,NA	,FRUIT SHOOT PEACH&MANGO #PK,NA,NA,NA,20.0%,Out of Stock,Britvic Northern Ireland,NA,No
Soft Drinks,762449,3057640494628	,VOLVIC TOF S/F SUMMER FRUITS,NA,NA,NA,20.0%,Out of Stock,Richmond Marketing NI Ltd,Volvic Touch of Fruit Sugar Free Summer Fruits Natural Flavoured Water 12 x 500ml,No
"Confectionery, Crisps & Snacks",659411,8003340090276	,LINDOR ASSORTED CHOCOLATE BOX,1 x 200grm,£4.00,£3.19,20.0%,In Stock,Lindt,Lindt & Sprüngli Cocoa Farming Program,No
Soft Drinks,689633,NA	,SPARKLING ICE PINK GRAPE#RUIT,NA,NA,NA,20.0%,Out of Stock,Richmond Marketing NI Ltd,NA,No
Soft Drinks,590279,NA	,SPARKLING ICE CLOUDY LEM#N,NA,NA,NA,20.0%,Out of Stock,Richmond Marketing NI Ltd,NA,No
Soft Drinks,508018,NA	,SPARKLING ICE PEACH & NE#TARINE,NA,NA,NA,20.0%,Out of Stock,Richmond Marketing NI Ltd,NA,No
Soft Drinks,662522,3057640316098	,VOLVIC TOF S/F LEMON&LIME,6 x 1.5ltr,£1.29,£4.49,20.0%,In Stock,Volvic,**for more information visit wwwvolvic.co.uk,No
Soft Drinks,769448,NA	,SPARKLING ICE LEMON&LIME#,NA,NA,NA,20.0%,Out of Stock,Richmond Marketing NI Ltd,NA,No
"Confectionery, Crisps & Snacks",555571,8003340090276	,LINDOR ASSORTED CHOCOLATE BOX,8 x 200grm,£4.00,£21.99,20.0%,In Stock,Lindt,Lindt & Sprüngli Cocoa Farming Program,No
"Confectionery, Crisps & Snacks",112759,7622210984579	,CADBURY WHOLENUT,48 x 45grm,£0.79,£21.49,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",116097,5034660522775	,CADBURY STARBAR,32X49GRM,£0.79,£14.49,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 12 % of  the RI* of kcal*% reference intake of an average adult (8400 kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",556286,5000159504478	,MALTESER BAG 60P,40 x 37grm,£0.60,£14.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Chocolate £0.60 PMP Bag 37g,No
"Confectionery, Crisps & Snacks",112769,7622300743536	,CADBURY DAIRY MILK,48 x 45grm,£0.79,£21.49,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",112749,7622300743659	,CADBURY FRUIT & NUT,48X49GRM,£0.79,£21.49,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",768732,5000159532853	,MILKYWAY 60P,28X43GRM,£0.60,£10.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",768731,5000159532877	,GALAXY MILK 60P,24 x 42grm,£0.60,£9.49,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP****Recommended Retail Price,No
"Confectionery, Crisps & Snacks",754029,7622210890276	,CADBURY DARK MILK CHOCOLATE,24 x 35grm,£0.79,£10.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Confectionery, Crisps & Snacks",555069,5000159504706	,MALTESER TEASER 60P,24 x 35grm,£0.60,£8.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Maltesers Teasers Chocolate £0.60 PMP Bar 35g,No
"Confectionery, Crisps & Snacks",779460,7613287302311	,MILKYBAR COOKIE&CREAM 1.00,12X73GRM,£1.00,£6.99,20.0%,In Stock,Nestle UK Ltd,Visit us at www.,No
"Confectionery, Crisps & Snacks",779499,7613035910515	,SMARTIES BAG 1.00,12X87GRM,£1.00,£6.99,20.0%,In Stock,Nestle UK Ltd,www.smarties.co.ukwww.smarties.co.uk/smart-initiatives,No
"Confectionery, Crisps & Snacks",768413,7613287047564	,MUNCHIE MILK POUCH,10X81GRM,£1.00,£5.99,20.0%,In Stock,Nestle UK Ltd,"Learn more: http://www.nestle.co.uk/brands Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Nestlé Cocoa Plan is supporting farmers for better chocolate. Nestlé and the Rainforest Alliance work together to help improve the lives of cocoa farmers and the quality of their product. Find out more at ra.org.",No
"Confectionery, Crisps & Snacks",768232,3800020417997	,KIT KAT CHUNKY COOKIE DOUGH,24 x 42grm,£0.79,£10.49,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.uk Good to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",663692,50105175	,CADBURY GOO EGG,48X40GRM,£0.59,£14.99,20.0%,In Stock,Cadbury,Cadbury Goo Head 40g,No
"Confectionery, Crisps & Snacks",442333,5000426171518	,NESTLE AFTER EIGHT MINT CARTON,18 x 300grm,£3.99,£36.99,20.0%,In Stock,After Eight,"Good to remember Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle is one of life's little pleasures.Nestle® Cocoa Plan™Supporting farmers for better chocolate.Working with UTZ Certified to support cocoa farmers. Find out more at www.nestlecocoaplan.com",No
"Confectionery, Crisps & Snacks",768769,5900951287893	,MILKYWAY STARS 60P,36 x 33grm,£0.60,£13.39,20.0%,In Stock,Mars Wrigley DAP UK Ltd,60p RRP,No
"Confectionery, Crisps & Snacks",503695,40084107	,KINDER SURPRISE,48 x 20grm,£1.00,£27.49,20.0%,In Stock,Kinder,"For more information visit: www.kinder.co.ukAt Kinder, we have partnered with TerraCycle to offer a free national  recycling programme which is an immediate option available to make all of our packaging recyclableFor more information please visit https://www.terracycle.com/en-GB/brigades/kinder-uk""Be Treatwise.net",No
"Confectionery, Crisps & Snacks",442554,5020411121182	,NUTELLA & GO,12 x 48grm,£0.89,£7.49,0.0%,In Stock,Nutella,NUTELLA® & Go! Hazelnut Spread with Cocoa + Breadsticks 48g Single,No
"Confectionery, Crisps & Snacks",754030,57024295	,CADBURY DAIRY MILK FREDDO TREASURE,24 x 14grm,£0.99,£7.99,20.0%,In Stock,Kraft Foods UK Ltd,Cadbury Dairy,No
"Confectionery, Crisps & Snacks",774025,5000127731257	,R/K SQUARES MARSHMALLOW,30X28GRM,£0.69,£10.99,20.0%,In Stock,Kellogg's,Kellogg's Rice Krispies Squares Cereal Bar Marshmallow 28g,No
"Confectionery, Crisps & Snacks",774023,5050083449031	,R/K SQUARES CHOCOLATE,30 x 36grm,£0.69,£10.99,20.0%,In Stock,Kellogg's,Kellogg's Rice Krispies Squares Cereal Bar Totally Chocolate 36g,No
"Confectionery, Crisps & Snacks",774024,5000127730168	,R/K SQUARES CARAMEL CHOC,30 x 36grm,£0.69,£10.99,20.0%,In Stock,Kellogg's,Kellogg's Rice Krispies Squares Chocolate and Caramel  Cereal Bar 36g,No
"Confectionery, Crisps & Snacks",657848,5034660520825	,CADBURY WISPA DUO,32X47GRM,£0.89,£15.99,20.0%,In Stock,Cadbury,BeTreatwise.netGet to know your treats1 bar = 6 % of the RI* of kcal*% reference intake of an average adult (8400  kJ / 2000 kcal)Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",769915,7622201149819	,CADBURY WISPA GOLD DUO,32X67GRM,£0.89,£15.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",769912,5034660518471	,DOUBLE DECKER DUO,32X74GRM,£0.89,£15.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",178888,5000312002131	,CADBURY PICNIC,36 x 48grm,£0.79,£16.29,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",497217,3664346304979	,TERRYS MILK CHOC ORANGE BAR,30 x 35grm,£0.75,£13.99,20.0%,In Stock,SHS Distributors,Terry's Chocolate Orange Bar,No
"Confectionery, Crisps & Snacks",686894,80051220	,KINDER BUENO WHITE,30X41GRM,£0.75,£14.49,20.0%,In Stock,Kinder,For more information visit: www.kinder.co.uk,No
"Confectionery, Crisps & Snacks",657830,7613034954459	,KIT KAT CHUNKY,24 x 40grm,£0.79,£10.49,20.0%,In Stock,Nestle UK Ltd,Cocoa Plan®The Nestlé Cocoa Plan® works with Rainforest Alliance to ensure a better future for cocoa farmers and even better chocolate for you. Learn more: www.nestlecocoaplan.com,No
"Confectionery, Crisps & Snacks",555068,5000159504669	,SNICKERS 60P,48 x 48grm,£0.60,£17.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Chocolate £0.60 PMP Bar 48g,No
"Confectionery, Crisps & Snacks",556588,80052760	,KINDER BUENO CHOC STD,30 x 43grm,£0.75,£14.49,20.0%,In Stock,Kinder,For more information visit: www.kinder.co.uk,No
"Confectionery, Crisps & Snacks",556280,5000159504492	,TWIX 60P,160X50GRM,£0.60,£59.79,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Twix Chocolate Biscuit £0.60 PMP Twin Bars 50g,No
"Confectionery, Crisps & Snacks",555061,5000159504645	,MARS BARS 60P,48 x 51grm,£0.60,£18.29,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Mars Chocolate £0.60 PMP Bar 51g,No
"Confectionery, Crisps & Snacks",555062,5000159504522	,BOUNTY 60P,24 x 57grm,£0.60,£8.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Bounty Coconut,No
"Confectionery, Crisps & Snacks",179145,7622210106988	,MARVELLOUS POPPING CANDY,24 x 47grm,£0.79,£10.99,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",759415,5099678303464	,KP MEANIES 1.00 6PK,14X300GRM,£1.00,£9.69,20.0%,In Stock,Northern Snacks Ltd,NA,No
"Confectionery, Crisps & Snacks",122046,5000237015704	,KP FRISPS ASSORTED 6PK,24X168GRM,£1.00,£19.79,0.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",714888,5000328774800	,WALKERS OVEN BAKED CHEESE & ONION,32 x 37.5grm,£0.69,£11.99,20.0%,In Stock,Walkers,Walkers Baked Cheese & Onion Snacks 37.5g,No
"Confectionery, Crisps & Snacks",445396,3800020415009	,KIT KAT CHUNKY PEANUT BUTTER,24 x 42grm,£0.79,£10.49,20.0%,In Stock,Nestle UK Ltd,"Visit www.kitkat.co.ukGood to remember, enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",760342,5010052111451	,GOLDEN WONDER C&O 5PK,18 x 125grm,£1.00,£12.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",776209,5012159037443	,TAYTO SPRING ONION 1.00,16X65GRM,£1.00,£9.49,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",769190,5000237131015	,NIK NAKS SPICY 1.00,16X75GRM,£1.00,£8.99,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",754278,5012159036507	,TAYTO WUSTER SAUCE 1.00,16X65GRM,£1.00,£9.49,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754292,5012159036385	,TAYTO PRAWN COCKTAIL 1.00,16X65GRM,£1.00,£9.49,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",750827,5000237125014	,SPACE RAIDERS BEEF 1.00,16X70GRM,£1.00,£8.99,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",754277,5012159036408	,TAYTO SMOKY BACON 1.00,16X65GRM,£1.00,£9.49,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754275,5012159036484	,TAYTO CHEESE&ONION 1.00,16X65GRM,£1.00,£9.49,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754276,5012159036521	,TAYTO PICKLED ONION 1.00,16X65GRM,£1.00,£9.49,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754417,5000237128992	,ROYSTERS T BONE STEAK 1.00,16X60GRM,£1.00,£8.99,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",181395,5000168076218	,JACOBS MINI CHEDDARS,30X50GRM,£0.69,£11.99,0.0%,In Stock,Jacob's,www.123healthybalance.com,No
"Confectionery, Crisps & Snacks",478996,5012159034251	,TAYTO BIKERS SPICY 5PK,18 x 100grm,£1.00,£12.99,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!FacebookTwitterInstagram,No
"Confectionery, Crisps & Snacks",793633,5000237123850	,SKIPS PRAWN COCKTAIL 6PK,20X78.GRM,£1.00,£16.59,0.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Active thehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",478992,5012159034237	,TAYTO HIGH FIVES BACON 5PK,18 x 100grm,£1.00,£12.99,20.0%,In Stock,Tayto Group Ltd,To find our more about Tayto and our products visit our website at: www.tayto.comFind us on Facebook and TwitterTweet when you eat @MrTaytoNI,No
"Confectionery, Crisps & Snacks",677567,5053990146529	,PRINGLES BBQ 1.00,12 x 70grm,£1.00,£5.99,20.0%,In Stock,Kelloggs,Only £1**Recommended Retail Price.,No
"Confectionery, Crisps & Snacks",782295,5000237135365	,SPACE RAIDERS PICKLED ONION,18X78GRM,£1.00,£12.39,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",782294,5000237135389	,SPACE RAIDERS BEEF,18X78GRM,£1.00,£12.39,20.0%,In Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",779308,5053990160839	,PRINGLES HOT&SPICY 1.00,12 x 70grm,£1.00,£5.99,20.0%,In Stock,Kelloggs,NA,No
"Confectionery, Crisps & Snacks",776207,5012159037511	,TAYTO ROLLERS 8PK,12 x 8pk,£1.00,£8.69,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",760758,5000328206134	,DORITOS TANGY CHEESE 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Free Dual 2XP [2XP + 2WXP]Plus Win Daily Prizes1. Log  On (Doritos.co.uk/CallOfDuty)2. Enter Code (From specially marked Doritos Bags)3. Get Free Dual 2XPTerms & Conditions:UK & ROI, 18+ only. Dual 2XP & instant win: 04.10.21-31.12.21. Wrap up prize draw: 01.01.22-31.03.22. Purchase necessary.  Each code provides Dual 2XP and chance to win. Dual 2XP: For 15 minutes during online multiplayer and Warzone in Call of Duty®?: 2021 or Call of Duty®?: Warzone PEGI 18. Instant Win: Chance to win 1 of 2 x Call of Duty®?: 2021 Ultimate Edition digital game each day. Code may only be used once. Max 3 codes per day per person. Max 1 prize per person per console. Limit of 1 hour Dual 2XP per day and 40 hours per person  across all Dual 2XP Call of Duty®? redemptions (not limited  to this promotion). Internet connection, Activision account  and Game (Call of Duty®?: Warzone or Call of Duty®?: 2021) required. Online multiplayer subscription may be required. ©?2021 Activision Publishing, Inc. Wrap up draw prizes: 2 x Call of Duty®?: 2021 Ultimate Edition digital game. See website for full terms and & NI NPN info. Promoter: Walkers Snacks Limited.",No
"Confectionery, Crisps & Snacks",776537,5000328196145	,DORITOS FLAMIN HOT 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Free Dual 2XP [2XP + 2WXP] Plus Win Daily Prizes 1. Log On (Doritos.co.uk/CallOfDuty) 2. Enter Code (From specially marked Doritos Bags) 3. Get Free Dual 2XP Terms & Conditions: UK & ROI, 18+ only. Dual 2XP & instant win: 04.10.21-31.12.21. Wrap up prize draw: 01.01.22-31.03.22. Purchase necessary. Each code provides DUAL 2XP and chance to win. Dual 2XP: For 15 minutes during online multiplayer and Warzone in Call of Duty®?: 2021 or Call of Duty®?: Warzone PEGI 18. Instant Win: Chance to win 1 of 2 x Call of Duty®?: 2021 Ultimate Edition digital game each day. Code may only be used once. Max 3 codes per day per person. Max 1 prize per person per  console. Limit of 1 hour DUAL 2XP per day and 40 hours per person across all DUAL 2XP Call of Duty®? redemptions (not limited to this promotion). Internet connection, Activision account and Game (Call of Duty®?: Warzone or Call of Duty®?: 2021) required. Online multiplayer subscription may be required. ©?2021 Activision Publishing, Inc. Wrap up draw prizes:  2 x Call of Duty®?: 2021 Ultimate Edition digital game. See  website for full terms and & NI NPN info. Promoter: Walkers  Snacks Limited.",No
"Confectionery, Crisps & Snacks",761174,5000328205939	,DORITOS CHILLI 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Free Dual 2XP [2XP + 2WXP]Plus Win Daily Prizes1. Log  On (Doritos.co.uk/CallOfDuty)2. Enter Code (From specially marked Doritos Bags)3. Get Free Dual 2XPTerms & Conditions:UK & ROI, 18+ only. Dual 2XP & instant win: 04.10.21-31.12.21. Wrap up prize draw: 01.01.22-31.03.22. Purchase necessary.  Each code provides DUAL 2XP and chance to win. Dual 2XP: For 15 minutes during online multiplayer and Warzone in Call of Duty®?: 2021 or Call of Duty®?: Warzone PEGI 18. Instant Win: Chance to win 1 of 2 x Call of Duty®?: 2021 Ultimate Edition digital game each day. Code may only be used once. Max 3 codes per day per person. Max 1 prize per person per console. Limit of 1 hour DUAL 2XP per day and 40 hours per person  across all DUAL 2XP Call of Duty®? redemptions (not limited  to this promotion). Internet connection, Activision account  and Game (Call of Duty®?: Warzone or Call of Duty®?: 2021) required. Online multiplayer subscription may be required. ©?2021 Activision Publishing, Inc. Wrap up draw prizes: 2 x Call of Duty®?: 2021 Ultimate Edition digital game. See website for full terms and & NI NPN info. Promoter: Walkers Snacks Limited.",No
"Confectionery, Crisps & Snacks",760756,5000328206059	,DORITOS COOL 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Free Dual 2XP [2XP + 2WXP]Plus Win Daily Prizes1. Log  On (Doritos.co.uk/CallOfDuty)2. Enter Code (From specially marked Doritos Bags)3. Get Free Dual 2XPTerms & Conditions:UK & ROI, 18+ only. Dual 2XP & instant win: 04.10.21-31.12.21. Wrap up prize draw: 01.01.22-31.03.22. Purchase necessary.  Each code provides Dual2XP and chance to win. Dual 2XP: For  15 minutes during online multiplayer and Warzone in Call of  Duty®?: 2021 or Call of Duty®?: Warzone PEGI 18. Instant Win: Chance to win 1 of 2 x Call of Duty®?: 2021 Ultimate Edition digital game each day. Code may only be used once. Max 3  codes per day per person. Max 1 prize per person per console. Limit of 1 hour DUAL 2XP per day and 40 hours per person across all DUAL 2XP Call of Duty®? redemptions (not limited to this promotion). Internet connection, Activision account and Game (Call of Duty®?: Warzone or Call of Duty®?: 2021) required. Online multiplayer subscription may be required. ©?2021 Activision Publishing, Inc. Wrap up draw prizes: 2 x Call of Duty®?: 2021 Ultimate Edition digital game. See website for full terms and & NI NPN info. Promoter: Walkers Snacks  Limited.",No
